Attributes,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Symbols,aapl,msft,goog,aapl,msft,goog,aapl,msft,goog,aapl,msft,goog,aapl,msft,goog,aapl,msft,goog
Date,,,,,,,,,,,,,,,,,,
2017-09-01,38.92354202270508,69.62518310546875,46.867000579833984,41.01250076293945,73.94000244140625,46.867000579833984,41.23500061035156,74.73999786376953,47.124000549316406,40.907501220703125,73.63999938964844,46.75749969482422,41.20000076293945,74.70999908447266,47.05649948120117,66364400.0,21736200.0,18948000.0
2017-09-05,38.45613098144531,69.31443786621094,46.42250061035156,40.52000045776367,73.61000061035156,46.42250061035156,41.0625,73.88999938964844,46.849998474121094,40.13999938964844,72.9800033569336,46.097999572753906,40.9375,73.33999633789062,46.65399932861328,117874000.0,21556000.0,26528000.0
2017-09-06,38.415794372558594,69.11669921875,46.390499114990234,40.477500915527344,73.4000015258789,46.390499114990234,40.747501373291016,74.04000091552734,46.54574966430664,40.130001068115234,73.3499984741211,45.9635009765625,40.6775016784668,73.73999786376953,46.50749969482422,86606800.0,16535800.0,30554000.0
2017-09-07,38.261573791503906,70.00184631347656,46.79750061035156,40.314998626708984,74.33999633789062,46.79750061035156,40.560001373291016,74.5999984741211,46.820499420166016,40.09000015258789,73.5999984741211,46.180999755859375,40.522499084472656,73.68000030517578,46.58649826049805,87714000.0,17471200.0,24254000.0
2017-09-08,37.63755798339844,69.66284942626953,46.32500076293945,39.657501220703125,73.9800033569336,46.32500076293945,40.287498474121094,74.44000244140625,46.8494987487793,39.63249969482422,73.83999633789062,46.24399948120117,40.21500015258789,74.33000183105469,46.824501037597656,114446000.0,14703800.0,20230000.0
2017-09-11,38.318511962890625,70.3973388671875,46.45399856567383,40.375,74.76000213623047,46.45399856567383,40.51250076293945,74.94000244140625,46.91899871826172,39.97249984741211,74.30999755859375,46.34600067138672,40.125,74.30999755859375,46.712501525878906,126323200.0,17910400.0,25340000.0
2017-09-12,38.16667556762695,70.32199096679688,46.60350036621094,40.21500015258789,74.68000030517578,46.60350036621094,40.9900016784668,75.23999786376953,46.67399978637695,39.692501068115234,74.37000274658203,46.193050384521484,40.65250015258789,74.76000213623047,46.62950134277344,286856000.0,14394900.0,22688000.0
2017-09-13,37.87957000732422,70.82105255126953,46.75450134277344,39.912498474121094,75.20999908447266,46.75450134277344,39.9900016784668,75.2300033569336,46.86249923706055,39.477500915527344,74.55000305175781,46.49300003051758,39.967498779296875,74.93000030517578,46.53300094604492,179629600.0,13380800.0,22052000.0
2017-09-14,37.55452346801758,70.40673828125,46.25550079345703,39.56999969482422,74.7699966430664,46.25550079345703,39.849998474121094,75.48999786376953,46.63850021362305,39.522499084472656,74.5199966430664,46.20000076293945,39.747501373291016,75.0,46.5625,95042800.0,15733900.0,27952000.0
2017-09-15,37.934139251708984,70.91522979736328,46.01449966430664,39.970001220703125,75.30999755859375,46.01449966430664,40.24250030517578,75.38999938964844,46.324501037597656,39.5,74.06999969482422,45.81800079345703,39.61750030517578,74.83000183105469,46.233001708984375,196458400.0,38578400.0,50108000.0
2017-09-18,37.64704895019531,70.77397918701172,45.75,39.66749954223633,75.16000366210938,45.75,40.125,75.97000122070312,46.104000091552734,39.5,75.04000091552734,45.529998779296875,40.02750015258789,75.2300033569336,46.0004997253418,113077600.0,23307000.0,26138000.0
2017-09-19,37.661285400390625,71.03764343261719,46.09049987792969,39.682498931884766,75.44000244140625,46.09049987792969,39.942501068115234,75.70999908447266,46.12099838256836,39.61000061035156,75.01000213623047,45.627498626708984,39.877498626708984,75.20999908447266,45.87099838256836,83242400.0,16093300.0,18734000.0
2017-09-20,37.03015899658203,70.56683349609375,46.57899856567383,39.01750183105469,74.94000244140625,46.57899856567383,39.564998626708984,75.55000305175781,46.694000244140625,38.45750045776367,74.30999755859375,46.099998474121094,39.474998474121094,75.3499984741211,46.14899826049805,211805600.0,21587900.0,33396000.0
2017-09-21,36.394287109375,69.8794174194336,46.622501373291016,38.34749984741211,74.20999908447266,46.622501373291016,38.95000076293945,75.23999786376953,46.826499938964844,38.1875,74.11000061035156,46.19150161743164,38.95000076293945,75.11000061035156,46.650001525878906,150046800.0,19186100.0,25812000.0
2017-09-22,36.03837203979492,70.0677490234375,46.42649841308594,37.97249984741211,74.41000366210938,46.42649841308594,38.067501068115234,74.51000213623047,46.73649978637695,37.63999938964844,73.8499984741211,46.32400131225586,37.8849983215332,73.98999786376953,46.38750076293945,186581600.0,14111400.0,21054000.0
2017-09-25,35.72045135498047,68.98485565185547,46.048500061035156,37.63750076293945,73.26000213623047,46.048500061035156,37.95750045776367,74.25,46.31999969482422,37.290000915527344,72.91999816894531,45.48500061035156,37.497501373291016,74.08999633789062,46.272499084472656,177549200.0,24149200.0,37136000.0
2017-09-26,36.33496856689453,68.98485565185547,46.24300003051758,38.28499984741211,73.26000213623047,46.24300003051758,38.47999954223633,73.80999755859375,46.54100036621094,37.92250061035156,72.98999786376953,46.05699920654297,37.94499969482422,73.66999816894531,46.18600082397461,146640000.0,18019600.0,33338000.0
2017-09-27,36.593589782714844,69.5404281616211,47.2244987487793,38.557498931884766,73.8499984741211,47.2244987487793,38.68000030517578,74.16999816894531,47.494998931884766,38.3849983215332,73.16999816894531,46.387001037597656,38.45000076293945,73.55000305175781,46.387001037597656,102016800.0,19565100.0,44788000.0
2017-09-28,36.36818313598633,69.55927276611328,47.474998474121094,38.31999969482422,73.87000274658203,47.474998474121094,38.56999969482422,73.97000122070312,47.53450012207031,38.17499923706055,73.30999755859375,47.02750015258789,38.47249984741211,73.54000091552734,47.06800079345703,88022000.0,10883800.0,20406000.0
2017-09-29,36.56748962402344,70.14308166503906,47.955501556396484,38.529998779296875,74.48999786376953,47.955501556396484,38.532501220703125,74.54000091552734,47.98929977416992,38.0,73.87999725341797,47.57550048828125,38.3025016784668,73.94000244140625,47.599998474121094,105199200.0,17079100.0,31620000.0
2017-10-02,36.49394226074219,70.2560806274414,47.66350173950195,38.45249938964844,74.61000061035156,47.66350173950195,38.61249923706055,75.01000213623047,48.12699890136719,38.18000030517578,74.30000305175781,47.391998291015625,38.564998626708984,74.70999908447266,47.999000549316406,74795200.0,15304800.0,25668000.0
2017-10-03,36.652896881103516,69.92650604248047,47.88949966430664,38.619998931884766,74.26000213623047,47.88949966430664,38.772499084472656,74.87999725341797,47.900001525878906,38.477500915527344,74.19000244140625,47.457000732421875,38.502498626708984,74.66999816894531,47.70000076293945,64921200.0,12190400.0,17766000.0
2017-10-04,36.41563415527344,70.33141326904297,47.58399963378906,38.369998931884766,74.69000244140625,47.58399963378906,38.46500015258789,74.72000122070312,48.019500732421875,38.1150016784668,73.70999908447266,47.53450012207031,38.407501220703125,74.08999633789062,47.849998474121094,80655200.0,13317700.0,19048000.0
2017-10-05,36.86880874633789,71.5367202758789,48.49800109863281,38.84749984741211,75.97000122070312,48.49800109863281,38.86000061035156,76.12000274658203,48.545501708984375,38.51250076293945,74.95999908447266,47.75899887084961,38.54499816894531,75.22000122070312,47.77450180053711,85135200.0,21195300.0,24276000.0
2017-10-06,36.84746170043945,71.56495666503906,48.94449996948242,38.82500076293945,76.0,48.94449996948242,38.872501373291016,76.02999877929688,48.972999572753906,38.63999938964844,75.54000091552734,48.167999267578125,38.74250030517578,75.66999816894531,48.334999084472656,69630400.0,13959800.0,23478000.0
2017-10-09,36.975589752197266,71.83804321289062,48.849998474121094,38.959999084472656,76.29000091552734,48.849998474121094,39.182498931884766,76.55000305175781,49.2712516784668,38.872501373291016,75.86000061035156,48.80550003051758,38.95249938964844,75.97000122070312,49.0,65051600.0,11386500.0,17828000.0
2017-10-10,36.989810943603516,71.83804321289062,48.630001068115234,38.974998474121094,76.29000091552734,48.630001068115234,39.5,76.62999725341797,49.07849884033203,38.775001525878906,76.13999938964844,48.30400085449219,39.01499938964844,76.33000183105469,49.0,62468000.0,13944500.0,19368000.0
2017-10-11,37.14404296875,71.96044158935547,49.462501525878906,39.13750076293945,76.41999816894531,49.462501525878906,39.244998931884766,76.45999908447266,49.535499572753906,38.9375,75.94999694824219,48.61249923706055,38.99250030517578,76.36000061035156,48.68600082397461,67622400.0,15388900.0,33866000.0
2017-10-12,37.013545989990234,72.6196060180664,49.39149856567383,39.0,77.12000274658203,49.39149856567383,39.342498779296875,77.29000091552734,49.70600128173828,38.932498931884766,76.37000274658203,49.25,39.087501525878906,76.48999786376953,49.372501373291016,64500400.0,16876500.0,25248000.0
2017-10-13,37.24844741821289,72.968017578125,49.48400115966797,39.247501373291016,77.48999786376953,49.48400115966797,39.31999969482422,77.87000274658203,49.86050033569336,39.102500915527344,77.29000091552734,49.45000076293945,39.182498931884766,77.58999633789062,49.599998474121094,65576800.0,15335700.0,23396000.0
2017-10-16,37.934139251708984,73.11868286132812,49.599998474121094,39.970001220703125,77.6500015258789,49.599998474121094,40.0,77.80999755859375,49.695350646972656,39.412498474121094,77.3499984741211,49.20000076293945,39.474998474121094,77.41999816894531,49.60499954223633,96486000.0,12380100.0,18210000.0
2017-10-17,38.07412338256836,73.06217193603516,49.60900115966797,40.11750030517578,77.58999633789062,49.60900115966797,40.217498779296875,77.62000274658203,49.821998596191406,39.807498931884766,77.25,49.429500579833984,39.94499969482422,77.47000122070312,49.51449966430664,75989200.0,16824000.0,25804000.0
2017-10-18,37.90567398071289,73.08101654052734,49.640499114990234,39.939998626708984,77.61000061035156,49.640499114990234,40.1775016784668,77.8499984741211,49.83599853515625,39.900001525878906,77.37000274658203,49.348751068115234,40.10499954223633,77.66999816894531,49.5885009765625,65496800.0,13300700.0,21152000.0
2017-10-19,37.00880432128906,73.3635025024414,49.22249984741211,38.994998931884766,77.91000366210938,49.22249984741211,39.27000045776367,77.93000030517578,49.444000244140625,38.755001068115234,77.3499984741211,48.919498443603516,39.1875,77.56999969482422,49.29999923706055,170336800.0,15092800.0,26272000.0
2017-10-20,37.0728759765625,74.21099853515625,49.40999984741211,39.0625,78.80999755859375,49.40999984741211,39.4375,78.97000122070312,49.54999923706055,38.9900016784668,78.22000122070312,49.229000091552734,39.15250015258789,78.31999969482422,49.47200012207031,95896400.0,22866400.0,23664000.0
2017-10-23,37.05387878417969,74.22981262207031,48.42250061035156,39.04249954223633,78.83000183105469,48.42250061035156,39.42250061035156,79.33999633789062,49.47600173950195,38.875,78.76000213623047,48.305999755859375,39.22249984741211,78.98999786376953,49.47600173950195,87937200.0,20627200.0,29568000.0
2017-10-24,37.27454376220703,74.25806427001953,48.527000427246094,39.275001525878906,78.86000061035156,48.527000427246094,39.35499954223633,79.19999694824219,48.61149978637695,39.04999923706055,78.45999908447266,48.04999923706055,39.0724983215332,78.9000015258789,48.5,71028800.0,17517200.0,24244000.0
2017-10-25,37.110836029052734,74.04147338867188,48.666500091552734,39.102500915527344,78.62999725341797,48.666500091552734,39.38750076293945,79.0999984741211,48.804500579833984,38.817501068115234,78.01000213623047,48.0260009765625,39.227500915527344,78.58000183105469,48.41849899291992,84828400.0,20410800.0,24226000.0
2017-10-26,37.34808349609375,74.16390228271484,48.62799835205078,39.352500915527344,78.76000213623047,48.62799835205078,39.45750045776367,79.41999816894531,49.380001068115234,39.19499969482422,78.75,48.61000061035156,39.307498931884766,79.19999694824219,49.0,68002000.0,32120700.0,40842000.0
2017-10-27,38.686283111572266,78.91919708251953,50.9635009765625,40.76250076293945,83.80999755859375,50.9635009765625,40.900001525878906,86.19999694824219,52.419498443603516,39.67499923706055,83.61000061035156,50.40999984741211,39.8224983215332,84.37000274658203,50.45949935913086,177816800.0,71066700.0,103354000.0
2017-10-30,39.55704879760742,78.9945297241211,50.855499267578125,41.68000030517578,83.88999938964844,50.855499267578125,42.01750183105469,84.33000183105469,51.24850082397461,40.93000030517578,83.11000061035156,50.375,40.97249984741211,83.69999694824219,50.70000076293945,178803200.0,31756700.0,41702000.0
2017-10-31,40.10750198364258,78.32597351074219,50.832000732421875,42.2599983215332,83.18000030517578,50.832000732421875,42.412498474121094,84.36000061035156,51.20000076293945,41.73500061035156,83.11000061035156,50.520999908447266,41.974998474121094,84.36000061035156,50.76100158691406,144187200.0,27086600.0,26614000.0
2017-11-01,39.597381591796875,78.32597351074219,51.275001525878906,41.72249984741211,83.18000030517578,51.275001525878906,42.48500061035156,83.76000213623047,51.48350143432617,41.40250015258789,82.87999725341797,50.84749984741211,42.467498779296875,83.68000030517578,50.86050033569336,134551200.0,22307400.0,27468000.0
2017-11-02,39.88685989379883,79.14519500732422,51.27899932861328,42.02750015258789,84.05000305175781,51.27899932861328,42.125,84.45999908447266,51.40449905395508,41.31999969482422,83.12000274658203,50.6505012512207,41.650001525878906,83.3499984741211,51.0880012512207,165573600.0,23992900.0,20980000.0
2017-11-03,40.928436279296875,79.22994232177734,51.624000549316406,43.125,84.13999938964844,51.624000549316406,43.564998626708984,84.54000091552734,51.63249969482422,42.779998779296875,83.4000015258789,51.015499114990234,43.5,84.08000183105469,51.105499267578125,237594400.0,17633500.0,21528000.0
2017-11-06,41.343650817871094,79.54068756103516,51.29499816894531,43.5625,84.47000122070312,51.29499816894531,43.747501373291016,84.69999694824219,51.743499755859375,42.93000030517578,84.08000183105469,51.25,43.092498779296875,84.19999694824219,51.449501037597656,140105200.0,19860900.0,22504000.0
2017-11-07,41.47652816772461,79.35235595703125,51.666500091552734,43.70249938964844,84.2699966430664,51.666500091552734,43.8125,84.9000015258789,51.69850158691406,43.400001525878906,83.93000030517578,51.256500244140625,43.477500915527344,84.7699966430664,51.36349868774414,97446000.0,17939700.0,22246000.0
2017-11-08,41.815826416015625,79.62543487548828,51.99250030517578,44.060001373291016,84.55999755859375,51.99250030517578,44.060001373291016,84.61000061035156,52.17610168457031,43.58250045776367,83.83000183105469,51.42250061035156,43.665000915527344,84.13999938964844,51.5260009765625,97638000.0,18034200.0,21774000.0
2017-11-09,41.73040771484375,79.182861328125,51.5629997253418,43.970001220703125,84.08999633789062,51.5629997253418,44.025001525878906,84.2699966430664,51.699501037597656,43.28499984741211,82.9000015258789,50.983299255371094,43.77750015258789,84.11000061035156,51.699501037597656,117930400.0,21178400.0,24904000.0
2017-11-10,41.59229278564453,78.9757080078125,51.403499603271484,43.66749954223633,83.87000274658203,51.403499603271484,43.845001220703125,84.0999984741211,51.53799819946289,43.567501068115234,83.2300033569336,51.263999938964844,43.77750015258789,83.79000091552734,51.323001861572266,100582000.0,19397800.0,14400000.0
2017-11-13,41.42561340332031,79.03218841552734,51.287498474121094,43.49250030517578,83.93000030517578,51.287498474121094,43.625,83.94000244140625,51.57899856567383,43.349998474121094,83.45999908447266,51.128501892089844,43.375,83.66000366210938,51.17100143432617,67928400.0,14196900.0,17716000.0
2017-11-14,40.79935836791992,79.14519500732422,51.29999923706055,42.834999084472656,84.05000305175781,51.29999923706055,43.369998931884766,84.0999984741211,51.34049987792969,42.79499816894531,82.9800033569336,50.70750045776367,43.2599983215332,83.5,51.12950134277344,99130000.0,18801300.0,19184000.0
2017-11-15,40.261207580566406,78.53005981445312,51.045501708984375,42.27000045776367,82.9800033569336,51.045501708984375,42.58000183105469,83.69000244140625,51.204498291015625,42.095001220703125,82.69000244140625,50.770999908447266,42.49250030517578,83.47000122070312,50.96049880981445,116632400.0,19383100.0,17080000.0
2017-11-16,40.74220275878906,78.73824310302734,51.625,42.775001525878906,83.19999694824219,51.625,42.967498779296875,83.41999816894531,51.79600143432617,42.57500076293945,82.94000244140625,51.125999450683594,42.79499816894531,83.0999984741211,51.125999450683594,94550000.0,20962800.0,22594000.0
2017-11-17,40.515995025634766,77.98116302490234,50.954498291015625,42.537498474121094,82.4000015258789,50.954498291015625,42.84749984741211,83.12000274658203,51.72100067138672,42.40999984741211,82.23999786376953,50.88750076293945,42.7599983215332,83.12000274658203,51.70050048828125,87598000.0,22079000.0,27942000.0
2017-11-20,40.475521087646484,78.10417938232422,50.91899871826172,42.494998931884766,82.52999877929688,50.91899871826172,42.63999938964844,82.58999633789062,51.13050079345703,42.38999938964844,82.25,50.875,42.5724983215332,82.4000015258789,51.01300048828125,65049600.0,16315000.0,19070000.0
2017-11-21,41.22796630859375,79.23038482666016,51.7244987487793,43.28499984741211,83.72000122070312,51.7244987487793,43.42499923706055,83.83999633789062,51.75550079345703,42.69499969482422,82.73999786376953,51.13275146484375,42.69499969482422,82.73999786376953,51.16550064086914,100525200.0,21237500.0,21940000.0
2017-11-22,41.66135025024414,78.65306854248047,51.79800033569336,43.7400016784668,83.11000061035156,51.79800033569336,43.75,83.9000015258789,51.98529815673828,43.26250076293945,83.04000091552734,51.57149887084961,43.34000015258789,83.83000183105469,51.75,102355600.0,20553100.0,14926000.0
2017-11-24,41.663726806640625,78.79502868652344,52.03049850463867,43.74250030517578,83.26000213623047,52.03049850463867,43.875,83.43000030517578,52.15890121459961,43.662498474121094,82.77999877929688,51.75,43.775001525878906,83.01000213623047,51.79349899291992,56106800.0,7425600.0,10740000.0
2017-11-27,41.45418167114258,79.37234497070312,52.71049880981445,43.522499084472656,83.87000274658203,52.71049880981445,43.77000045776367,83.9800033569336,52.77299880981445,43.334999084472656,83.30000305175781,51.922000885009766,43.76250076293945,83.30999755859375,52.0,82867200.0,18265200.0,26158000.0
2017-11-28,41.2113037109375,80.32817077636719,52.37049865722656,43.26750183105469,84.87999725341797,52.37049865722656,43.717498779296875,85.05999755859375,53.118751525878906,42.96500015258789,84.0199966430664,52.0,43.57500076293945,84.06999969482422,52.75450134277344,105715200.0,21926000.0,28488000.0
2017-11-29,40.356449127197266,78.87074279785156,51.08300018310547,42.369998931884766,83.33999633789062,51.08300018310547,43.22999954223633,84.91999816894531,52.20399856567383,41.790000915527344,83.18000030517578,50.782501220703125,43.157501220703125,84.70999908447266,52.13399887084961,166665600.0,27381100.0,49188000.0
2017-11-30,40.92079544067383,79.65624237060547,51.070499420166016,42.962501525878906,84.16999816894531,51.070499420166016,43.03499984741211,84.5199966430664,51.42449951171875,42.11000061035156,83.33999633789062,50.75,42.60749816894531,83.51000213623047,51.118499755859375,166108800.0,33054600.0,34480000.0
2017-12-01,40.73030471801758,79.74139404296875,50.50849914550781,42.76250076293945,84.26000213623047,50.50849914550781,42.91749954223633,84.80999755859375,51.1245002746582,42.125,83.22000122070312,50.10100173950195,42.48749923706055,83.5999984741211,50.790000915527344,159037200.0,29532100.0,38192000.0
2017-12-04,40.432640075683594,76.73193359375,49.933998107910156,42.45000076293945,81.08000183105469,49.933998107910156,43.154998779296875,84.43000030517578,50.80500030517578,42.407501220703125,80.69999694824219,49.778499603271484,43.119998931884766,84.41999816894531,50.632999420166016,130169600.0,39094900.0,38128000.0
2017-12-05,40.39455795288086,77.214599609375,50.25749969482422,42.40999984741211,81.58999633789062,50.25749969482422,42.880001068115234,82.68000030517578,51.03049850463867,42.099998474121094,80.9800033569336,49.41400146484375,42.26499938964844,81.33999633789062,49.797000885009766,109400800.0,26152300.0,41346000.0
2017-12-06,40.244537353515625,78.34077453613281,50.91899871826172,42.252498626708984,82.77999877929688,50.91899871826172,42.54999923706055,83.13999938964844,51.24850082397461,41.6150016784668,81.43000030517578,50.05699920654297,41.875,81.55000305175781,50.07500076293945,114240000.0,26162100.0,25440000.0
2017-12-07,40.31836700439453,78.06633758544922,51.54650115966797,42.33000183105469,82.48999786376953,51.54650115966797,42.61000061035156,82.80000305175781,51.71200180053711,42.227500915527344,82.0,50.90354919433594,42.25749969482422,82.54000091552734,51.02149963378906,102693200.0,23184500.0,29164000.0
2017-12-08,40.33024597167969,79.64678192138672,51.852500915527344,42.342498779296875,84.16000366210938,51.852500915527344,42.75,84.58000183105469,52.102500915527344,42.20500183105469,83.33000183105469,51.6260986328125,42.622501373291016,83.62999725341797,51.8745002746582,93420800.0,24489100.0,25816000.0
2017-12-11,41.11604690551758,80.65940856933594,52.05500030517578,43.16749954223633,85.2300033569336,52.05500030517578,43.22249984741211,85.37000274658203,52.189998626708984,42.1974983215332,84.12000274658203,51.602500915527344,42.29999923706055,84.29000091552734,51.775001525878906,141095200.0,22857900.0,23856000.0
2017-12-12,40.88507843017578,80.9906234741211,52.02399826049805,42.92499923706055,85.58000183105469,52.02399826049805,43.09749984741211,86.05000305175781,52.515499114990234,42.8650016784668,85.08000183105469,51.68450164794922,43.037498474121094,85.30999755859375,51.98149871826172,77636800.0,23924100.0,25590000.0
2017-12-13,41.02081298828125,80.77295684814453,52.03049850463867,43.067501068115234,85.3499984741211,52.03049850463867,43.3849983215332,86.0,52.333248138427734,43.0,85.16999816894531,51.91899871826172,43.125,85.73999786376953,52.305999755859375,95273600.0,22062700.0,25654000.0
2017-12-14,41.0088996887207,80.14835357666016,52.45750045776367,43.05500030517578,84.69000244140625,52.45750045776367,43.282501220703125,85.87000274658203,52.92499923706055,42.912498474121094,84.52999877929688,52.15549850463867,43.099998474121094,85.43000030517578,52.25,81906000.0,19306000.0,31174000.0
2017-12-15,41.42561340332031,82.19252014160156,53.20949935913086,43.49250030517578,86.8499984741211,53.20949935913086,43.54249954223633,87.08999633789062,53.38100051879883,43.1150016784668,84.87999725341797,52.474998474121094,43.407501220703125,85.26000213623047,52.730499267578125,160677200.0,53936700.0,65518000.0
2017-12-18,42.00900650024414,81.74772644042969,53.856998443603516,44.10499954223633,86.37999725341797,53.856998443603516,44.29999923706055,87.5,53.92449951171875,43.71500015258789,86.2300033569336,53.099998474121094,43.720001220703125,87.12000274658203,53.30400085449219,117684400.0,22283800.0,31092000.0
2017-12-19,41.56133270263672,81.22721099853516,53.534000396728516,43.6349983215332,85.83000183105469,53.534000396728516,43.84749984741211,86.3499984741211,53.84199905395508,43.522499084472656,85.2699966430664,53.1775016784668,43.75749969482422,86.3499984741211,53.7599983215332,109745600.0,23524800.0,26774000.0
2017-12-20,41.51609420776367,80.933837890625,53.247501373291016,43.587501525878906,85.5199966430664,53.247501373291016,43.85499954223633,86.30000305175781,53.66899871826172,43.3125,84.70999908447266,53.07600021362305,43.717498779296875,86.19999694824219,53.5890007019043,93902400.0,23674900.0,25372000.0
2017-12-21,41.67325210571289,80.9149169921875,53.18149948120117,43.752498626708984,85.5,53.18149948120117,44.005001068115234,86.0999984741211,53.46649932861328,43.525001525878906,85.4000015258789,53.089698791503906,43.54249954223633,86.05000305175781,53.247501373291016,83799600.0,17990700.0,19914000.0
2017-12-22,41.67325210571289,80.92437744140625,53.00600051879883,43.752498626708984,85.51000213623047,53.00600051879883,43.85499954223633,85.62999725341797,53.209999084472656,43.625,84.91999816894531,52.97200012207031,43.66999816894531,85.4000015258789,53.05550003051758,65397600.0,14145800.0,15102000.0
2017-12-26,40.61600875854492,80.8202896118164,52.83700180053711,42.64250183105469,85.4000015258789,52.83700180053711,42.86750030517578,85.52999877929688,53.00600051879883,42.41999816894531,85.02999877929688,52.5099983215332,42.70000076293945,85.30999755859375,52.903499603271484,132742000.0,9891200.0,15212000.0
2017-12-27,40.623146057128906,81.1136703491211,52.46849822998047,42.650001525878906,85.70999908447266,52.46849822998047,42.69499969482422,85.9800033569336,52.91849899291992,42.4275016784668,85.22000122070312,52.40250015258789,42.525001525878906,85.6500015258789,52.86949920654297,85992800.0,14678000.0,25438000.0
2017-12-28,40.737449645996094,81.12313079833984,52.40700149536133,42.77000045776367,85.72000122070312,52.40700149536133,42.962501525878906,85.93000030517578,52.73749923706055,42.619998931884766,85.55000305175781,52.23849868774414,42.75,85.9000015258789,52.58000183105469,65920800.0,10594300.0,16742000.0
2017-12-29,40.29692840576172,80.9527816772461,52.31999969482422,42.307498931884766,85.54000091552734,52.31999969482422,42.647499084472656,86.05000305175781,52.48500061035156,42.30500030517578,85.5,52.244998931884766,42.630001068115234,85.62999725341797,52.33599853515625,103999600.0,18717400.0,17750000.0
2018-01-02,41.0184326171875,81.34077453613281,53.25,43.064998626708984,85.94999694824219,53.25,43.07500076293945,86.30999755859375,53.34700012207031,42.314998626708984,85.5,52.26150131225586,42.540000915527344,86.12999725341797,52.41699981689453,102223600.0,22483800.0,24752000.0
